ProlificID,SyntheticPersonID,AttnCheck,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Condition,Certainty
P000050,16394,,Very harmful,Very harmful,Slightly harmful,Slightly harmful,Not at all harmful,Slightly harmful,Slightly harmful,Moderately harmful,Health,50
P000050,17469,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Health,50
P000050,7690,,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Health,50
P000050,13217,,Extremely harmful,Not at all harmful,Extremely harmful,Slightly harmful,Slightly harmful,Slightly harmful,Very harmful,Extremely harmful,Health,50
P000050,17175,,Not at all harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Very harmful,Very harmful,Health,50
P000050,19760,,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Very harmful,Very harmful,Health,50
P000050,14541,,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Very harmful,Health,50
P000050,6085,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Slightly harmful,Not at all harmful,Slightly harmful,Slightly harmful,Health,50
P000050,17121,,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Not at all harmful,Slightly harmful,Moderately harmful,Very harmful,Health,50
P000050,15046,Green,Not at all harmful,Not at all harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Very harmful,Health,50
P000050,8077,,Moderately harmful,Moderately harmful,Very harmful,Moderately harmful,Very harmful,Slightly harmful,Moderately harmful,Extremely harmful,Health,50
P000050,5781,,Slightly harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Moderately harmful,Moderately harmful,Very harmful,Health,50
P000050,4183,,Extremely harmful,Extremely harmful,Extremely harmful,Moderately harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health,50
P000050,16249,,Moderately harmful,Slightly harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Health,50
P000050,5010,,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Moderately harmful,Moderately harmful,Extremely harmful,Health,50
P000050,19281,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Moderately harmful,Health,50
P000050,14581,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Slightly harmful,Not at all harmful,Not at all harmful,Health,50
P000050,10687,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Health,50
P000051,4280,,Slightly harmful,Not at all harmful,Slightly harmful,Slightly harmful,Not at all harmful,Slightly harmful,Not at all harmful,Slightly harmful,Health,50
P000051,8668,,Moderately harmful,Slightly harmful,Slightly harmful,Moderately harmful,Not at all harmful,Slightly harmful,Slightly harmful,Not at all harmful,Health,50
P000051,19754,,Extremely harmful,Moderately harmful,Very harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Health,50
P000051,14677,,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Health,50
P000051,2965,,Extremely harmful,Extremely harmful,Moderately harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Health,50
P000051,6713,,Slightly harmful,Not at all harmful,Slightly harmful,Slightly harmful,Not at all harmful,Slightly harmful,Moderately harmful,Slightly harmful,Health,50
P000051,13285,,Not at all harmful,Slightly harmful,Slightly harmful,Slightly harmful,Not at all harmful,Slightly harmful,Slightly harmful,Slightly harmful,Health,50
P000051,4739,,Extremely harmful,Moderately harmful,Moderately harmful,Very harmful,Slightly harmful,Moderately harmful,Moderately harmful,Moderately harmful,Health,50
P000051,18277,,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Moderately harmful,Health,50
P000051,12183,GIve us a break with all their doing hurting our country,Extremely harmful,Moderately harmful,Very harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Moderately harmful,Health,50
P000051,16394,,Extremely harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Health,50
P000051,17469,,Slightly harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Health,50
P000051,7690,,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Health,50
P000051,13217,,Slightly harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Health,50
P000051,17175,,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Health,50
P000051,19760,,Very harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Health,50
P000051,14541,,Extremely harmful,Moderately harmful,Slightly harmful,Very harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Health,50
P000051,6085,,Very harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Moderately harmful,Health,50
P000051,17121,,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Health,50
P000051,15046,Green,Very harmful,Slightly harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Health,50
P000051,8077,,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Health,50
P000051,5781,,Extremely harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Very harmful,Health,50
P000051,4183,,Extremely harmful,Moderately harmful,Moderately harmful,Slightly harmful,Not at all harmful,Moderately harmful,Moderately harmful,Very harmful,Health,50
P000051,16249,,Very harmful,Moderately harmful,Slightly harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Health,50
P000051,5010,,Extremely harmful,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Slightly harmful,Slightly harmful,Very harmful,Health,50
P000051,19281,,Extremely harmful,Moderately harmful,Very harmful,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Very harmful,Health,50
P000051,14581,,Extremely harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Not at all harmful,Moderately harmful,Health,50
P000051,10687,,Not at all harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Health,50
P000052,4280,,Extremely harmful,Extremely harmful,Extremely harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Health,50
P000052,8668,,Extremely harmful,Extremely harmful,Extremely harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Health,50
P000052,19754,,Extremely harmful,Extremely harmful,Extremely harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Health,50
P000052,14677,,Extremely harmful,Extremely harmful,Extremely harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Health,50
P000052,2965,,Extremely harmful,Extremely harmful,Extremely harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Health,50
P000052,6713,,Extremely harmful,Extremely harmful,Extremely harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Health,50
P000052,13285,,Extremely harmful,Extremely harmful,Extremely harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Health,50
P000052,4739,,Extremely harmful,Extremely harmful,Extremely harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Health,50
P000052,18277,,Extremely harmful,Extremely harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Health,50
P000052,12183,lead the masses with great power,Moderately harmful,Extremely harmful,Extremely harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Health,50
P000052,16394,,Extremely harmful,Extremely harmful,Extremely harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Health,50
P000052,17469,,Extremely harmful,Extremely harmful,Extremely harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Health,50
P000052,7690,,Extremely harmful,Extremely harmful,Extremely harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Health,50
P000052,13217,,Extremely harmful,Extremely harmful,Extremely harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Health,50
P000052,17175,,Extremely harmful,Extremely harmful,Extremely harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Health,50
P000052,19760,,Extremely harmful,Extremely harmful,Extremely harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Health,50
P000052,14541,,Extremely harmful,Extremely harmful,Extremely harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Health,50
P000052,6085,,Extremely harmful,Extremely harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Health,50
P000052,17121,,Extremely harmful,Extremely harmful,Extremely harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Health,50
P000052,15046,Green,Slightly harmful,Extremely harmful,Extremely harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Health,50
P000052,8077,,Extremely harmful,Extremely harmful,Extremely harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Health,50
P000052,5781,,Extremely harmful,Extremely harmful,Extremely harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Health,50
P000052,4183,,Extremely harmful,Extremely harmful,Extremely harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Health,50
P000052,16249,,Extremely harmful,Extremely harmful,Extremely harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Health,50
P000052,5010,,Extremely harmful,Extremely harmful,Extremely harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Health,50
P000052,19281,,Extremely harmful,Extremely harmful,Extremely harmful,Slightly harmful,Slightly harmful,Slightly harmful,Very harmful,Moderately harmful,Health,50
P000052,14581,,Extremely harmful,Extremely harmful,Extremely harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Health,50
P000052,10687,,Extremely harmful,Extremely harmful,Extremely harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Health,50
P000053,530,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Health,75
P000053,18452,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Health,75
P000053,5871,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Health,75
P000053,1792,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Health,75
P000053,3829,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Health,75
P000053,8701,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Health,75
P000053,9772,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Health,75
P000053,12683,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Health,75
P000053,19048,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Health,75
P000053,14665,Fix the economy,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Health,75
P000053,12547,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Health,75
P000053,16077,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Health,75
P000053,11892,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Health,75
P000053,14792,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Health,75
P000053,17071,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Health,75
P000053,11771,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Health,75
P000053,6529,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Health,75
P000053,15781,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Health,75
P000053,2344,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Health,75
P000053,7110,Green,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Health,75
P000053,554,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Health,75
P000053,2108,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Health,75
P000053,19963,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Health,75
P000053,1209,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Health,75
P000053,6907,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Health,75
P000053,2057,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Health,75
P000053,17740,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Health,75
P000053,18313,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Health,75
P000054,530,,Slightly harmful,Not at all harmful,Slightly harmful,Slightly harmful,Not at all harmful,Slightly harmful,Slightly harmful,Moderately harmful,Health,75
P000054,18452,,Slightly harmful,Not at all harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Health,75
P000054,5871,,Moderately harmful,Not at all harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Very harmful,Health,75
P000054,1792,,Moderately harmful,Not at all harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Very harmful,Health,75
P000054,3829,,Moderately harmful,Not at all harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Very harmful,Health,75
P000054,8701,,Very harmful,Not at all harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Very harmful,Health,75
P000054,9772,,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Very harmful,Health,75
P000054,12683,,Very harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Very harmful,Health,75
P000054,19048,,Slightly harmful,Not at all harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Very harmful,Health,75
P000054,14665,Arrest Elon musk and Donald trump. ,Moderately harmful,Not at all harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Very harmful,Health,75
P000054,12547,,Moderately harmful,Not at all harmful,Slightly harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Very harmful,Health,75
P000054,16077,,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Very harmful,Health,75
P000054,11892,,Very harmful,Not at all harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Very harmful,Health,75
P000054,14792,,Very harmful,Slightly harmful,Moderately harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Very harmful,Health,75
P000054,17071,,Moderately harmful,Not at all harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Slightly harmful,Very harmful,Health,75
P000054,11771,,Moderately harmful,Not at all harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Very harmful,Health,75
P000054,6529,,Very harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Very harmful,Health,75
P000054,15781,,Very harmful,Not at all harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Very harmful,Health,75
P000054,2344,,Moderately harmful,Not at all harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Very harmful,Health,75
P000054,7110,Green,Moderately harmful,Not at all harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Very harmful,Health,75
P000054,554,,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Very harmful,Health,75
P000054,2108,,Very harmful,Slightly harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Very harmful,Health,75
P000054,19963,,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Slightly harmful,Slightly harmful,Very harmful,Health,75
P000054,1209,,Very harmful,Not at all harmful,Slightly harmful,Slightly harmful,Not at all harmful,Slightly harmful,Slightly harmful,Extremely harmful,Health,75
P000054,6907,,Extremely harmful,Slightly harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Extremely harmful,Health,75
P000054,2057,,Extremely harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Extremely harmful,Health,75
P000054,17740,,Very harmful,Not at all harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Very harmful,Health,75
P000054,18313,,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Very harmful,Health,75
P000055,530,,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Very harmful,Extremely harmful,Health,75
P000055,18452,,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Health,75
P000055,5871,,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Health,75
P000055,1792,,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Health,75
P000055,3829,,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Health,75
P000055,8701,,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Health,75
P000055,9772,,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Health,75
P000055,12683,,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Health,75
P000055,19048,,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Health,75
P000055,14665,To deliver for the people who elected them,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Health,75
P000055,12547,,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Health,75
P000055,16077,,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Health,75
P000055,11892,,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Health,75
P000055,14792,,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Health,75
P000055,17071,,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Health,75
P000055,11771,,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Health,75
P000055,6529,,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Health,75
P000055,15781,,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Health,75
P000055,2344,,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Health,75
P000055,7110,green,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Health,75
P000055,554,,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Health,75
P000055,2108,,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Health,75
P000055,19963,,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Health,75
P000055,1209,,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Health,75
P000055,6907,,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Health,75
P000055,2057,,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Health,75
P000055,17740,,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Health,75
P000055,18313,,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Health,75
P000056,530,,Extremely harmful,Not at all harmful,Slightly harmful,Moderately harmful,Not at all harmful,Slightly harmful,Moderately harmful,Very harmful,Health,75
P000056,18452,,Extremely harmful,Not at all harmful,Moderately harmful,Moderately harmful,Not at all harmful,Moderately harmful,Very harmful,Extremely harmful,Health,75
P000056,5871,,Extremely harmful,Not at all harmful,Moderately harmful,Very harmful,Not at all harmful,Moderately harmful,Extremely harmful,Extremely harmful,Health,75
P000056,1792,,Extremely harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Slightly harmful,Moderately harmful,Extremely harmful,Health,75
P000056,3829,,Extremely harmful,Slightly harmful,Very harmful,Very harmful,Not at all harmful,Moderately harmful,Extremely harmful,Extremely harmful,Health,75
P000056,8701,,Extremely harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Slightly harmful,Extremely harmful,Health,75
P000056,9772,,Very harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Moderately harmful,Extremely harmful,Health,75
P000056,12683,,Extremely harmful,Slightly harmful,Moderately harmful,Moderately harmful,Not at all harmful,Slightly harmful,Very harmful,Extremely harmful,Health,75
P000056,19048,,Extremely harmful,Slightly harmful,Very harmful,Moderately harmful,Not at all harmful,Slightly harmful,Very harmful,Extremely harmful,Health,75
P000056,14665,Economic stability,Extremely harmful,Not at all harmful,Slightly harmful,Slightly harmful,Not at all harmful,Moderately harmful,Very harmful,Extremely harmful,Health,75
P000056,12547,,Very harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Moderately harmful,Extremely harmful,Health,75
P000056,16077,,Extremely harmful,Moderately harmful,Moderately harmful,Very harmful,Not at all harmful,Moderately harmful,Very harmful,Extremely harmful,Health,75
P000056,11892,,Extremely harmful,Moderately harmful,Moderately harmful,Very harmful,Slightly harmful,Slightly harmful,Very harmful,Extremely harmful,Health,75
P000056,14792,,Extremely harmful,Not at all harmful,Slightly harmful,Moderately harmful,Not at all harmful,Slightly harmful,Very harmful,Extremely harmful,Health,75
P000056,17071,,Extremely harmful,Not at all harmful,Moderately harmful,Moderately harmful,Not at all harmful,Slightly harmful,Extremely harmful,Extremely harmful,Health,75
P000056,11771,,Extremely harmful,Not at all harmful,Moderately harmful,Moderately harmful,Not at all harmful,Slightly harmful,Very harmful,Extremely harmful,Health,75
P000056,6529,,Extremely harmful,Not at all harmful,Slightly harmful,Moderately harmful,Not at all harmful,Moderately harmful,Extremely harmful,Extremely harmful,Health,75
P000056,15781,,Very harmful,Not at all harmful,Not at all harmful,Moderately harmful,Not at all harmful,Moderately harmful,Very harmful,Extremely harmful,Health,75
P000056,2344,,Very harmful,Not at all harmful,Not at all harmful,Moderately harmful,Not at all harmful,Slightly harmful,Very harmful,Extremely harmful,Health,75
P000056,7110,Green,Extremely harmful,Slightly harmful,Moderately harmful,Moderately harmful,Not at all harmful,Slightly harmful,Very harmful,Extremely harmful,Health,75
P000056,554,,Extremely harmful,Slightly harmful,Moderately harmful,Very harmful,Not at all harmful,Moderately harmful,Extremely harmful,Extremely harmful,Health,75
P000056,2108,,Extremely harmful,Slightly harmful,Moderately harmful,Very harmful,Not at all harmful,Slightly harmful,Very harmful,Extremely harmful,Health,75
P000056,19963,,Very harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Slightly harmful,Moderately harmful,Extremely harmful,Health,75
P000056,1209,,Extremely harmful,Not at all harmful,Slightly harmful,Moderately harmful,Not at all harmful,Slightly harmful,Very harmful,Extremely harmful,Health,75
P000056,6907,,Extremely harmful,Slightly harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Extremely harmful,Extremely harmful,Health,75
P000056,2057,,Extremely harmful,Not at all harmful,Not at all harmful,Slightly harmful,Not at all harmful,Slightly harmful,Very harmful,Extremely harmful,Health,75
P000056,17740,,Extremely harmful,Not at all harmful,Moderately harmful,Moderately harmful,Not at all harmful,Slightly harmful,Very harmful,Extremely harmful,Health,75
P000056,18313,,Extremely harmful,Not at all harmful,Slightly harmful,Slightly harmful,Not at all harmful,Not at all harmful,Very harmful,Extremely harmful,Health,75
P000057,299,,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Very harmful,Health,50
P000057,10658,,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Very harmful,Health,50
